idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
mgc-338092395-RK_MSB_TRAUBACH_TM1241b;pr;m;v;0;110;;5;364100;;;0;0;0;0;0;;47.66877;7.09218;0;;;;;0;;;;;;;;;;;;;;cm;o;8.0;m;2022-04;68337;0000;683370000;Z;Z;6833700;68000;44;68;;;;;;;3310.0
mgc-338092398-RK_MSB_TRAUBACH_TM1241h;pr;m;v;0;130;;5;414800;;;0;0;0;0;0;;47.66877;7.09218;0;;;;;0;;;;;;;;;;;;;;cm;o;8.0;m;2022-04;68337;0000;683370000;Z;Z;6833700;68000;44;68;;;;;;;3190.77
iad-france-1134726;pr;m;v;0;140;1100.0;8;345000;;;0;0;0;0;VI;;47.67119;7.08898;Oui;1.0;;;False;0;VI;1992.0;;;;False;;;;;Fioul;Radiateur;;m;n;19.0;m;2022-04;68337;0000;683370000;Z;Z;6833700;68000;44;68;;;;;;;2464.29
ag681140-339938127;pr;m;v;0;203;200.0;8;245000;;;0;0;0;0;VI;;48.20567;7.36218;Non;;;;;0;;;;;;;;;;;;;;a;n;204.0;m;2022-04;68028;0000;680280000;Z;Z;6802800;68000;44;68;;;;;;;1206.9
immo-facile-48225702;pr;a;v;0;44;;2;158875;;;0;0;0;1;VI;;48.20384;7.37215;Non;2.0;;;False;0;VI;2023.0;1.0;;;True;;True;44.0;1.0;Gaz;;Individuel;a;o;232.0;a;2022-04;68028;0000;680280000;Z;Z;6802800;68000;44;68;12.39;7.0;0.041;12.39;7.0;0.041;3610.8
immo-facile-48227482;pr;a;v;1;66;;3;221400;;;0;0;0;1;VI;;48.20323;7.3719;Non;2.0;;;False;0;VI;2023.0;1.0;;;True;;True;44.0;1.0;Gaz;;Individuel;a;o;15.0;a;2022-04;68028;0000;680280000;Z;Z;6802800;68000;44;68;10.14;4.0;0.036;10.14;4.0;0.036;3354.55
iad-france-1116671;pr;m;v;0;118;4500.0;6;360000;;;0;0;0;0;VI;;47.86507;7.26316;Oui;1.0;;;False;0;VI;2018.0;;;;False;;;;;Gaz;Radiateur;;m;n;43.0;m;2022-04;68043;0000;680430000;Z;Z;6804300;68701;44;68;7.24;2.0;0.028;7.24;2.0;0.028;3050.85
mgc-165885535_JZBOLLWILLER;pr;an;v;0;100;;5;255000;;;0;0;0;0;0;;47.8586;7.25662;0;;;;;0;;;;;;;;;;;;;;ca;o;92.0;a;2022-04;68043;0000;680430000;Z;Z;6804300;68701;44;68;;;;;;;2550.0
safti-1-695806;pr;a;v;1;102;;5;120000;;;0;0;0;1;NS;;48.04024;7.13686;Oui;3.0;;;True;0;NS;1900.0;1.0;;;False;;False;1.0;;Gaz;;Individuel;m;n;73.0;a;2022-04;68226;0000;682260000;Z;Z;6822600;68302;44;68;8.05;1.0;0.082;8.05;1.0;0.082;1176.47
ag681237-339371568;pr;m;v;0;350;16.0;10;740000;;;0;0;1;4;D;218;48.04024;7.13686;Non;;;3.0;;0;F;;5.0;;;;;;;;;;;a;n;36.0;m;2022-04;68226;0000;682260000;Z;Z;6822600;68302;44;68;;;;;;;2114.29
hektor-immolandismunst-1126;pr;a;v;1;82;;3;144450;;;0;0;0;1;D;170;48.04258;7.13139;Non;2.0;;;;0;D;1950.0;1.0;;;;;;4.0;200.0;Gaz;Radiateur;Individuel;a;n;140.0;a;2022-04;68226;0000;682260000;Z;Z;6822600;68302;44;68;8.72;22.0;0.059;8.72;22.0;0.059;1761.59
immo-facile-49342017;pr;m;v;0;150;2779.0;7;277800;;;0;0;0;0;E;301;48.06631;7.10531;Oui;;;;;0;E;;;;;;;;;;;;;a;n;8.0;m;2022-04;68317;0000;683170000;Z;Z;6831700;68302;44;68;;;;;;;1852.0
hektor-cpdelta-117;pr;a;v;0;67;;3;241300;;;0;0;1;0;NS;;47.81058;7.16926;Non;;;;;Nord-Est;NS;;1.0;1.0;;;;;;;Gaz;Sol;Individuel;a;n;29.0;a;2022-04;68063;0102;680630102;H;H;6806301;68402;44;68;10.15;9.0;0.034;10.36;76.0;0.035;3601.49
ag680297-339129414;pr;m;v;0;100;172.0;4;232000;;;0;0;0;1;D;186;47.81179;7.16796;Oui;;;;False;Nord-Ouest;D;;1.0;;;;;;;;;;;a;n;85.0;m;2022-04;68063;0102;680630102;H;H;6806301;68402;44;68;;;;11.02;2.0;0.057;2320.0
rodacom-5008921;pr;a;v;0;74;;4;241810;;;0;0;1;0;VI;;47.7954;7.17204;Non;1.0;;1.0;True;Sud;VI;2023.0;1.0;;;;;False;8.0;;Gaz;Radiateur;Individuel;a;o;275.0;a;2022-04;68063;0105;680630105;H;H;6806301;68402;44;68;;;;10.59;14.0;0.039;3267.7
guy-hoquet-immo-facile-5728632;pr;a;v;0;64;;3;185000;;;0;0;1;0;D;183;47.80807;7.17986;Oui;;;;False;0;A;2003.0;1.0;1.0;;;;True;;1024.0;Électrique;Radiateur;Individuel;a;n;66.0;a;2022-04;68063;0103;680630103;H;H;6806301;68402;44;68;11.52;12.0;0.048;10.36;76.0;0.043;2890.62
ag681088-341110620;pr;a;v;0;70;;3;169000;;;0;0;0;1;NS;;47.80544;7.18266;Oui;;;1.0;True;0;;;1.0;;;;;True;;;Gaz;;Individuel;a;n;15.0;a;2022-04;68063;0104;680630104;H;H;6806301;68402;44;68;10.08;16.0;0.05;10.36;76.0;0.051;2414.29
guy-hoquet-immo-facile-5761695;pr;m;v;0;92;204.0;4;232000;;;0;1;1;0;A;19;47.8058;7.18409;Oui;1.0;;1.0;False;Sud;C;2004.0;1.0;;;;;;66.0;287.0;Gaz;Radiateur;Individuel;a;n;29.0;m;2022-04;68063;0104;680630104;H;H;6806301;68402;44;68;12.03;1.0;0.057;11.02;2.0;0.052;2521.74
hektor-cdrieux-862;pr;a;v;0;250;;11;150000;;;0;0;0;0;0;;47.7753;6.99451;Oui;3.0;;;True;Nord;;1949.0;;;;;;False;;;Fioul;Radiateur;;a;n;106.0;a;2022-04;68201;0000;682010000;Z;Z;6820100;68112;44;68;;;;;;;600.0
ag671791-339534168;pr;m;v;0;110;500.0;5;155000;;;0;0;0;1;E;322;47.7767;6.99778;Oui;2.0;;;;Sud;F;;1.0;;;;;;;;;;Individuel;a;n;8.0;m;2022-04;68201;0000;682010000;Z;Z;6820100;68112;44;68;;;;;;;1409.09
hektor-cdrieux-860;pr;m;v;0;250;445.0;9;335000;;;0;0;1;1;0;;47.77731;6.99188;Oui;4.0;;;;0;;1920.0;1.0;;;;;;;;Fioul;Radiateur;;a;n;175.0;m;2022-04;68201;0000;682010000;Z;Z;6820100;68112;44;68;;;;;;;1340.0
hektor-cdrieux-681;pr;a;v;0;250;;11;155000;;;0;0;0;0;0;;47.77751;6.98862;Non;3.0;;;True;Nord;;1949.0;;;;;;False;;;Fioul;Radiateur;;a;n;8.0;a;2022-04;68201;0000;682010000;Z;Z;6820100;68112;44;68;;;;;;;620.0
ag743447-338261106;pr;m;v;0;110;655.0;5;299500;;;0;0;0;1;D;219;47.76086;6.99841;Non;;;1.0;;Sud;B;;;;;;;;;;Électrique;;;m;n;15.0;m;2022-04;68201;0000;682010000;Z;Z;6820100;68112;44;68;;;;;;;2722.73
mgc-338051403-cf-mas-plein-pied-lot-;pr;m;v;0;91;;5;265800;;;0;0;0;0;0;;47.77456;6.99648;0;;;;;0;;;;;;;;;;;;;;cm;o;8.0;m;2022-04;68201;0000;682010000;Z;Z;6820100;68112;44;68;;;;;;;2920.88
mgc-338092392-cf-mas690ambi;pr;m;v;0;121;;6;349600;;;0;0;0;0;0;;47.77456;6.99648;0;;;;;0;;;;;;;;;;;;;;cm;o;8.0;m;2022-04;68201;0000;682010000;Z;Z;6820100;68112;44;68;;;;;;;2889.26
ag681127-340268712;pr;m;v;0;112;722.0;7;231000;;;0;1;1;0;F;285;47.63188;7.11651;Non;1.0;;2.0;True;0;F;;1.0;;;;;;;;;;;a;n;45.0;m;2022-04;68068;0000;680680000;Z;Z;6806800;68201;44;68;;;;;;;2062.5
mgc-339247131-MK-DANNEMARIE-202274;pr;m;v;0;96;600.0;5;254534;;;0;0;0;0;0;;47.63008;7.12033;0;;;;;0;;;;;;;;;;;;;;cm;o;85.0;m;2022-04;68068;0000;680680000;Z;Z;6806800;68201;44;68;;;;;;;2651.4
safti-1-691363;pr;m;v;0;120;64.0;4;135000;;;0;0;0;1;E;243;47.62778;7.11991;Oui;;;;False;0;B;1900.0;1.0;;;False;;;;;Électrique;;Individuel;m;n;22.0;m;2022-04;68068;0000;680680000;Z;Z;6806800;68201;44;68;;;;;;;1125.0
orpi-1-054048E299U6;pr;m;v;0;109;485.0;5;330000;;;0;0;0;1;0;;48.02849;7.50245;Non;;;3.0;;0;G;;;1.0;;;;;;;;;Individuel;a;n;52.0;m;2022-04;68379;0000;683790000;Z;Z;6837900;68000;44;68;9.18;2.0;0.036;9.18;2.0;0.036;3027.52
immo-facile-49460363;pr;m;v;0;109;485.0;5;330000;;;0;0;0;1;C;148;48.03283;7.5029;Non;1.0;;;;0;C;;2.0;;;;;;;;;;;a;n;52.0;m;2022-04;68379;0000;683790000;Z;Z;6837900;68000;44;68;9.18;2.0;0.036;9.18;2.0;0.036;3027.52
apimo-6890524;pr;a;v;2;78;;3;190000;;;0;0;0;0;D;192;47.8072;7.17675;0;;;;;0;B;;;;;;;;;500.0;Électrique;Convecteur;Individuel;a;n;219.0;a;2022-04;68063;0101;680630101;H;H;6806301;68402;44;68;10.26;36.0;0.051;10.36;76.0;0.051;2435.9
immo-facile-3567855;pr;a;v;1;153;;5;263000;;;0;1;0;1;C;126;47.81025;7.17371;Non;3.0;;;;0;A;;1.0;1.0;;False;;False;;;;;Individuel;a;n;156.0;a;2022-04;68063;0101;680630101;H;H;6806301;68402;44;68;;;;8.93;2.0;0.062;1718.95
adapt-immo-7401422005;pr;m;v;0;130;919.0;5;483000;;;0;0;0;1;C;165;47.65761;7.3702;Oui;;;;False;0;A;1996.0;1.0;;;;;;;;;;;m;n;289.0;m;2022-04;68265;0000;682650000;Z;Z;6826500;68000;44;68;;;;;;;3715.38
hektor-MAYAIMMO2020-2251;pr;m;v;0;150;800.0;6;468000;;;0;0;0;0;0;;47.86725;7.43532;Non;2.0;;;;0;;;;;;;;;;;Électrique;Radiateur;Individuel;a;n;85.0;m;2022-04;68225;0000;682250000;Z;Z;6822500;68000;44;68;;;;;;;3120.0
ag681106-340703727;pr;m;v;0;150;800.0;6;468000;;;0;0;0;1;D;209;47.87135;7.45826;Non;;;;False;0;B;;1.0;;;;;;;;;;;a;n;92.0;m;2022-04;68225;0000;682250000;Z;Z;6822500;68000;44;68;;;;;;;3120.0
iad-france-1123637;pr;m;v;0;94;504.0;4;289000;;;0;0;0;0;E;280;47.97337;7.53581;Oui;1.0;;;False;0;B;1995.0;;;;False;;;;;Électrique;;;m;n;8.0;m;2022-04;68130;0000;681300000;Z;Z;6813000;68000;44;68;;;;;;;3074.47
mgc-340494376-SJ-220419-095223;pr;m;v;0;109;;5;355000;;;0;0;0;0;A;;47.82592;7.51632;0;;;;;0;A;;;;;;;;;;;;;cm;o;71.0;m;2022-04;68020;0000;680200000;Z;Z;6802000;68000;44;68;;;;;;;3256.88
iad-france-1115169;pr;m;v;0;125;500.0;5;515000;;;0;0;0;0;A;53;48.01834;7.40988;Oui;;;;False;0;A;2020.0;;;;False;;;;;;;;m;n;73.0;m;2022-04;68189;0000;681890000;Z;Z;6818900;68000;44;68;;;;;;;4120.0
mgc-338795380-CWE-220404-155002;pr;m;v;0;100;;3;332000;;;0;0;0;0;A;;47.85133;7.52278;0;;;;;0;A;;;;;;;;;;;;;cm;o;59.0;m;2022-04;68291;0000;682910000;Z;Z;6829100;68000;44;68;;;;;;;3320.0
hektor-girardi-blotzheim-2728;pr;a;v;2;24;;1;55000;;;0;1;1;0;G;420;47.77749;7.36298;Oui;2.0;;1.0;False;0;F;1973.0;1.0;;;;4.0;False;;;Gaz;Radiateur;Collectif;a;n;212.0;a;2022-04;68300;0102;683000102;H;H;6830001;68701;44;68;16.0;1.0;0.084;20.56;8.0;0.108;2291.67
hektor-girardi-pfastatt-3032;pr;m;v;0;120;;5;292000;;;0;0;1;0;G;374;47.6943;7.29745;Oui;1.0;;;True;0;G;1954.0;1.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;43.0;m;2022-04;68384;0000;683840000;Z;Z;6838400;68120;44;68;9.47;3.0;0.047;9.47;3.0;0.047;2433.33
hektor-girardi-pfastatt-3049;pr;m;v;0;117;559.0;6;299000;;;0;0;2;0;C;173;47.69937;7.30623;Oui;1.0;;1.0;False;0;A;2010.0;2.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2022-04;68384;0000;683840000;Z;Z;6838400;68120;44;68;9.05;2.0;0.042;9.05;2.0;0.042;2555.56
ag680010-341161326;pr;m;v;0;240;700.0;8;495000;;;0;0;1;1;C;118;47.69966;7.29556;Non;;;2.0;False;Sud;B;;2.0;;;;;;;;;;;a;n;120.0;m;2022-04;68384;0000;683840000;Z;Z;6838400;68120;44;68;;;;;;;2062.5
ag681108-339414876;pr;m;v;0;102;589.0;5;429000;;;0;0;0;1;NS;;47.52797;7.47789;Oui;1.0;;3.0;True;Ouest;;;2.0;;;;;;;;;;;a;n;15.0;m;2022-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;12.94;7.0;0.037;12.94;7.0;0.037;4205.88
ag681158-338984358;pr;a;v;0;127;;5;438000;;;0;0;0;2;C;118;47.53744;7.4862;Non;;;2.0;;0;A;;;;;;;True;;;;;;a;n;270.0;a;2022-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;;;;;;;3448.82
mgc-340984379-C-OST-450-C-AG;pr;m;v;0;100;450.0;5;338000;;;0;0;0;1;B;;48.16013;7.36948;0;;;;;0;B;;;;;;;;;;;;;cm;o;64.0;m;2022-04;68252;0000;682520000;Z;Z;6825200;68000;44;68;;;;;;;3380.0
immo-facile-49329711;pr;m;v;0;210;933.0;6;980000;;;0;0;0;0;B;59;47.52947;7.49813;Non;;;;;0;A;2018.0;;;;;;;;;;;Individuel;a;n;8.0;m;2022-04;68232;0000;682320000;Z;Z;6823200;68000;44;68;14.47;1.0;0.037;14.47;1.0;0.037;4666.67
immo-facile-49492754;pr;m;v;0;210;933.0;6;980000;;;0;0;0;0;B;59;47.53062;7.49818;Non;;;;;0;A;2018.0;;;;;;;;;;;Individuel;a;n;15.0;m;2022-04;68232;0000;682320000;Z;Z;6823200;68000;44;68;14.47;1.0;0.037;14.47;1.0;0.037;4666.67
ag681158-338984352;pr;a;v;0;155;;6;566000;;;0;0;0;3;C;95;47.53744;7.4862;Non;;;2.0;;0;A;;;;;;;True;;;;;;a;n;270.0;a;2022-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;;;;;;;3651.61
ag681158-338718303;pr;a;v;0;151;;6;540000;;;0;0;0;3;B;79;47.53744;7.4862;Non;;;2.0;;0;A;;;;;;;True;;;;;;a;n;270.0;a;2022-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;;;;;;;3576.16
immo-facile-49323150;pr;m;vp;0;115;2377.0;5;280000;;;0;0;0;1;G;262;47.53562;7.48943;Non;2.0;;;;0;G;;1.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;22.0;m;2022-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;12.94;7.0;0.064;12.94;7.0;0.064;2434.78
hektor-1_lerosenberg-1871;pr;m;v;0;135;495.0;7;385000;;;0;0;1;1;C;161;47.52791;7.46674;Non;3.0;;1.0;;Sud;B;1985.0;2.0;1.0;;;;;;;Gaz;Radiateur;;a;n;52.0;m;2022-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;;;;;;;2851.85
hektor-moebel-immo-28;pr;a;v;1;155;;5;566000;;;0;0;2;1;C;119;47.5368;7.48785;Non;1.0;;2.0;True;0;A;2013.0;3.0;2.0;;;;True;5.0;3500.0;;Sol;;a;n;176.0;a;2022-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;;;;;;;3651.61
hektor-moebel-immo-27;pr;a;v;0;126;;5;438000;;;0;0;1;1;C;119;47.5368;7.48785;Non;1.0;;2.0;True;0;A;2013.0;2.0;1.0;;;;True;5.0;3500.0;;Sol;Individuel;a;n;176.0;a;2022-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;;;;;;;3476.19
ag681158-340070730;pr;a;v;0;151;;6;566000;;;0;0;0;3;B;79;47.53119;7.49185;Non;;;2.0;;0;A;;;;;;;True;;;;;;a;n;276.0;a;2022-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;;;;;;;3748.34
ag743273-340620153;pr;m;v;0;150;700.0;7;296000;;;0;0;0;1;E;276;47.52462;7.48532;Oui;2.0;;2.0;True;0;G;;2.0;;;;;;;;Fioul;;;a;n;61.0;m;2022-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;;;;;;;1973.33
hektor-robischung-2678;pr;m;v;0;146;752.0;7;169000;;;0;0;0;0;F;388;47.59465;7.25832;Non;2.0;;;;0;C;1933.0;;;;;;;;;;;Individuel;a;n;64.0;m;2022-04;68138;0000;681380000;Z;Z;6813800;68101;44;68;;;;;;;1157.53
adapt-immo-680091627;pr;a;v;0;85;86.0;4;252500;;;0;0;0;0;0;;47.61988;7.44172;Non;1.0;;1.0;False;0;;2024.0;2.0;;;;;False;;;Gaz;;;a;o;99.0;a;2022-04;68160;0000;681600000;Z;Z;6816000;68000;44;68;;;;;;;2970.59
adapt-immo-680091626;pr;a;v;0;78;64.0;4;239400;;;0;0;0;1;0;;47.61988;7.44172;Non;1.0;;1.0;False;0;;2024.0;2.0;;;;;False;;;Gaz;;;a;o;262.0;a;2022-04;68160;0000;681600000;Z;Z;6816000;68000;44;68;;;;;;;3069.23
immo-facile-49222212;pr;m;v;0;105;291.0;6;291200;;;0;0;1;0;C;148;47.96046;7.3062;Oui;;;;;0;C;2009.0;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;15.0;m;2022-04;68287;0000;682870000;Z;Z;6828700;68123;44;68;6.07;1.0;0.026;6.07;1.0;0.026;2773.33
hektor-moebel-immo-178;pr;m;v;0;240;1400.0;7;799000;;;0;0;0;1;E;214;47.62285;7.44575;Non;2.0;;2.0;True;0;E;1800.0;2.0;1.0;;;;;;;Fioul;Radiateur;Individuel;a;n;92.0;m;2022-04;68160;0000;681600000;Z;Z;6816000;68000;44;68;;;;;;;3329.17
ag681156-340044201;pr;m;v;0;256;1398.0;9;799000;;;0;0;1;1;E;214;47.61057;7.4376;Non;2.0;;2.0;True;Sud;E;;2.0;;;;;;;;Fioul;;;a;n;59.0;m;2022-04;68160;0000;681600000;Z;Z;6816000;68000;44;68;;;;;;;3121.09
adapt-immo-680091628;pr;a;v;0;97;318.0;4;272400;;;0;0;0;1;0;;47.61988;7.44172;Non;1.0;;1.0;False;0;;2024.0;2.0;;;;;False;;;Gaz;;;a;o;15.0;a;2022-04;68160;0000;681600000;Z;Z;6816000;68000;44;68;;;;;;;2808.25
adapt-immo-680091629;pr;a;v;0;88;237.0;4;274400;;;0;0;0;1;0;;47.61988;7.44172;Non;1.0;;1.0;False;0;;2024.0;2.0;;;;;False;;;Gaz;;;a;o;15.0;a;2022-04;68160;0000;681600000;Z;Z;6816000;68000;44;68;;;;;;;3118.18
hektor-CGAIMMOBILIER-1124;pr;m;v;0;137;3257.0;6;514500;;;0;0;0;1;E;232;47.61409;7.43503;Oui;2.0;;;;0;B;1978.0;2.0;1.0;;;;;;;;;Individuel;a;n;184.0;m;2022-04;68160;0000;681600000;Z;Z;6816000;68000;44;68;;;;;;;3755.47
ag681154-338970609;pr;m;v;0;185;525.0;8;441000;;;0;0;2;1;C;107;48.04377;7.41414;Oui;1.0;;4.0;;Sud;C;;2.0;;;;;;;;Gaz;;Individuel;a;n;59.0;m;2022-04;68331;0000;683310000;Z;Z;6833100;68121;44;68;;;;;;;2383.78
hektor-girardi-pfastatt-3057;pr;m;v;0;116;1869.0;5;277000;;;0;0;1;1;D;173.3;47.75962;7.05231;Oui;3.0;;;;Sud-Ouest;D;;2.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;8.0;m;2022-04;68304;0000;683040000;Z;Z;6830400;68000;44;68;;;;;;;2387.93
guy-hoquet-immo-facile-5751855;pr;m;v;0;136;1677.0;5;295000;;;0;0;1;0;VI;;47.73265;7.05429;Oui;;;2.0;;0;VI;1900.0;2.0;1.0;;;;;;;Électrique;;Individuel;a;n;176.0;m;2022-04;68219;0000;682190000;Z;Z;6821900;68000;44;68;;;;;;;2169.12
immo-facile-49173189;pr;m;v;0;96;670.0;5;235500;;;0;0;0;0;D;225;47.98245;7.49129;Oui;1.0;;;;0;C;;;;;;;;;;;;;a;n;29.0;m;2022-03;68069;0000;680690000;Z;Z;6806900;68000;44;68;8.0;1.0;0.039;8.0;1.0;0.039;2453.12
laforet-immo-facile-21006452;pr;m;vp;0;170;1655.0;7;625000;;;0;0;0;2;D;154;47.63636;7.50856;Oui;1.0;;4.0;;0;D;1970.0;2.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;87.0;m;2022-03;68021;0000;680210000;Z;Z;6802100;68205;44;68;;;;;;;3676.47
hektor-MAYAIMMO2020-2219;pr;a;v;0;74;;3;249000;;;0;0;0;1;C;132;47.62937;7.46992;Non;;;2.0;;0;C;2012.0;;;;;;False;25.0;1338.0;Gaz;Radiateur;Individuel;a;n;57.0;a;2022-03;68021;0000;680210000;Z;Z;6802100;68205;44;68;12.03;50.0;0.043;12.03;50.0;0.043;3364.86
hektor-moebel-immo-141;pr;m;v;0;200;860.0;7;640000;;;0;0;0;2;C;133;47.64864;7.5056;Non;1.0;;2.0;True;Sud-Ouest;C;2004.0;2.0;;;;;;;;Gaz;Sol;Individuel;a;n;205.0;m;2022-03;68021;0000;680210000;Z;Z;6802100;68205;44;68;;;;;;;3200.0
laforet-immo-facile-20890688;pr;m;v;0;200;860.0;7;640000;;;0;0;2;2;C;133;47.64037;7.49698;Non;;;;True;0;C;2004.0;3.0;1.0;;;;;;;Gaz;;Individuel;a;n;183.0;m;2022-03;68021;0000;680210000;Z;Z;6802100;68205;44;68;;;;;;;3200.0
ag681237-335813220;pr;m;v;0;170;;6;263750;;;0;1;0;2;D;;48.16766;7.30936;Non;;;2.0;;0;E;;;;;;;;;;;;;a;n;64.0;m;2022-03;68277;0000;682770000;Z;Z;6827700;68122;44;68;;;;;;;1551.47
orpi-1-054037E28SPP;pr;m;v;0;114;335.0;5;348000;;;0;0;0;1;E;329;48.01909;7.29319;Oui;;;2.0;;0;C;;;1.0;;;;;;;;;Individuel;a;n;22.0;m;2022-03;68350;0000;683500000;Z;Z;6835000;68000;44;68;;;;;;;3052.63
immo-facile-3510821;pr;m;v;0;275;939.0;10;659000;;;0;0;6;0;C;115;48.16818;7.29264;Oui;3.0;;8.0;True;Sud-Est;C;1969.0;6.0;1.0;;False;;;;;Gaz;;Individuel;a;n;127.0;m;2022-03;68277;0000;682770000;Z;Z;6827700;68122;44;68;;;;;;;2396.36
ag681237-335813238;pr;m;v;0;140;;6;140400;;;0;0;0;2;VI;;48.16369;7.30453;Non;;;;;0;;;;;;;;;;;;;;a;n;210.0;m;2022-03;68277;0000;682770000;Z;Z;6827700;68122;44;68;;;;;;;1002.86
immo-facile-3506963;pr;m;v;0;204;1000.0;6;579000;;;0;0;0;2;E;293;48.16526;7.29634;Oui;1.0;;4.0;True;Sud-Est;G;1973.0;2.0;2.0;;False;;;;;Fioul;Radiateur;Individuel;a;n;94.0;m;2022-03;68277;0000;682770000;Z;Z;6827700;68122;44;68;;;;;;;2838.24
ag680254-335697705;pr;a;v;3;60;;3;107000;;;0;0;1;0;E;294;48.01857;7.52727;Oui;;;;;0;E;;;;;;;;;;;;Individuel;a;n;29.0;a;2022-03;68231;0000;682310000;Z;Z;6823100;68202;44;68;9.6;12.0;0.065;9.6;12.0;0.065;1783.33
iad-france-1096124;pr;m;v;0;95;975.0;3;229000;;;0;0;0;0;E;277;47.60575;7.02554;Oui;;;;False;0;A;1970.0;;;;False;;;;;Électrique;;;m;n;15.0;m;2022-03;68214;0000;682140000;Z;Z;6821400;68000;44;68;;;;;;;2410.53
immo-facile-49207255;pr;m;v;0;134;293.0;5;397000;;;0;0;2;1;A;55;48.00227;7.26667;Non;2.0;;;;0;A;;2.0;;;;;;;;;;Individuel;a;n;162.0;m;2022-03;68111;0000;681110000;Z;Z;6811100;68000;44;68;7.4;1.0;0.03;7.4;1.0;0.03;2962.69
hektor-ghisimmobilier-1972;pr;m;v;0;184;677.0;8;212000;;;0;0;0;1;F;350;47.77585;7.0611;Oui;2.0;;3.0;;Est;F;1960.0;2.0;1.0;;;;;;;Fioul;Radiateur;Individuel;a;n;8.0;m;2022-03;68045;0000;680450000;Z;Z;6804500;68000;44;68;;;;;;;1152.17
hektor-girardi-blotzheim-2714;pr;a;v;2;100;;5;194000;;;0;0;0;1;D;181;47.58564;7.47506;Non;2.0;;1.0;False;0;D;1985.0;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;87.0;a;2022-03;68207;0000;682070000;Z;Z;6820700;68000;44;68;;;;;;;1940.0
hektor-girardi-blotzheim-2713;pr;a;v;2;100;;5;194000;;;0;0;0;1;D;181;47.58859;7.47456;Non;2.0;;1.0;False;0;D;1985.0;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;87.0;a;2022-03;68207;0000;682070000;Z;Z;6820700;68000;44;68;;;;;;;1940.0
hektor-MAYAIMMO2020-2198;pr;m;v;0;157;630.0;6;520000;;;0;0;0;2;D;200;47.65071;7.50877;Non;2.0;;3.0;;0;B;2014.0;2.0;3.0;;;;;;;Électrique;Radiateur;Individuel;a;n;82.0;m;2022-03;68163;0000;681630000;Z;Z;6816300;68205;44;68;13.21;3.0;0.048;13.21;3.0;0.048;3312.1
safti-1-689902;pr;a;v;1;72;;4;189000;;;0;0;0;1;E;319;47.644;7.51262;Oui;1.0;;;False;0;C;1989.0;1.0;;;False;;False;32.0;500.0;Électrique;;Individuel;m;n;76.0;a;2022-03;68163;0000;681630000;Z;Z;6816300;68205;44;68;9.89;17.0;0.045;9.89;17.0;0.045;2625.0
iad-france-1096186;pr;a;v;3;74;;3;208000;;;0;1;0;0;C;147;47.65181;7.50847;Oui;3.0;;1.0;True;0;C;1998.0;;;;False;;False;88.0;2000.0;Gaz;Radiateur;Collectif;m;n;64.0;a;2022-03;68163;0000;681630000;Z;Z;6816300;68205;44;68;11.44;50.0;0.049;11.44;50.0;0.049;2810.81
guy-hoquet-immo-facile-5747127;pr;a;v;0;37;;1;79000;;;0;1;0;1;D;226;47.6233;7.22926;Oui;3.0;;;True;0;B;1990.0;1.0;;;;;False;28.0;720.0;Électrique;Radiateur;Individuel;a;n;50.0;a;2022-03;68004;0101;680040101;H;H;6800401;68206;44;68;12.59;11.0;0.071;13.23;12.0;0.074;2135.14
